"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
,6340000.0,1327000.0,3966000.0,,5857000.0,9863000.0,,,,,,,,,,371000.0,428000.0,-57000.0,-11000.0,-68000.0,371000.0,9868000.0,6075000.0,2729000.0,,9465000.0,1770000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11000.0,,,,,,,,,,11000.0,11000.0,,,,,11000.0,,,,11000.0,
,3778000.0,782000.0,58390000.0,,4000.0,58394000.0,,,,,,,,,,,,,,,63000.0,63000.0,,3104000.0,,3104000.0,53782000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000.0,110000.0,111000.0,,,111000.0,192000.0,,192000.0,,,192000.0,,,,,,192000.0,,186000.0,186000.0,491000.0,409000.0,97000.0,,535000.0,111000.0
,,20000.0,20000.0,,,20000.0,,,,,,,,,,,,,,,,52000.0,28000.0,4000.0,,32000.0,20000.0
,49000.0,610000.0,604000.0,,64000.0,668000.0,,,,,,,,,,,,,,,,3071000.0,736000.0,1716000.0,157000.0,2707000.0,604000.0
,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,
,,2265000.0,2265000.0,,,2265000.0,,,,,,,,,,,,,,,,95725000.0,96276000.0,243000.0,,96519000.0,2265000.0
,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,253000.0,,,7000.0,253000.0,,,,,,,,,,,,,,,,3101000.0,2783000.0,98000.0,,2927000.0,246000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7000.0,13803000.0,300000.0,,14103000.0,,,,,,,,,,,,,,,,390000.0,350000.0,39000.0,,389000.0,7000.0
,,,,,,,,,,,,,,,,,,,,,,1000.0,,19000.0,,19000.0,
,148000.0,9973000.0,10146000.0,,-25000.0,10121000.0,,,,,,,,,,,,,,,,13670000.0,12055000.0,1715000.0,,13770000.0,10146000.0
,,91000.0,,,,91000.0,,,,,,,,,,76000.0,49000.0,27000.0,,27000.0,,1626000.0,443000.0,1193000.0,,1636000.0,30000.0
,874000.0,7918000.0,8764000.0,,28000.0,8792000.0,,,,,,,,,,,,,,,,,11461000.0,881000.0,,12433000.0,8764000.0
,134000.0,57000.0,,,,22701000.0,,,,,,,,,,,,,,,8000.0,8000.0,,216000.0,,216000.0,57000.0
,,29000.0,6590000.0,,,6590000.0,,,,,,,,,,,,,,,,431000.0,475000.0,29000.0,,504000.0,6590000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2085000.0,3740000.0,,,15000.0,5825000.0,,,,,,,,,,,,,,,,4386000.0,,,,3898000.0,5809000.0
,109000.0,23000.0,3441000.0,,100000.0,3622000.0,,,,,,,,,,,,,,,,15126000.0,10555000.0,8456000.0,,19073000.0,819000.0
,5000.0,699000.0,,,378000.0,716000.0,,,,,,,,,,,,,,,,2165000.0,1867000.0,368000.0,,2323000.0,338000.0
,2864000.0,14166000.0,17351000.0,,16000.0,17367000.0,,,,,,,,,,,,,,,,54436000.0,46098000.0,295000.0,,46393000.0,17351000.0
,,,,,,346000.0,,,,,,,,,,,,,,,,,,,,227000.0,345000.0
,103000.0,1000.0,-376000.0,,925000.0,911000.0,,,,,,,,,,,,,,,,,,,,,362000.0
,2476000.0,150000.0,2234000.0,1000.0,1546000.0,3781000.0,3232000.0,3147000.0,85000.0,,,85000.0,,,,,33000.0,52000.0,,3000.0,,468000.0,468000.0,,,468000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,351000.0,70000.0,885000.0,,18000.0,1305000.0,,,,,,,,,,,,,,,,35356000.0,31250000.0,4012000.0,52000.0,35411000.0,1000.0
,111000.0,41000.0,,,60000.0,156000.0,954000.0,962000.0,,,,-8000.0,,,,,,-8000.0,,-8000.0,,1322000.0,1337000.0,,,1337000.0,71000.0
,3000.0,109000.0,112000.0,,,112000.0,,,,,,,,,,,,,,,,20671000.0,19914000.0,653000.0,,20567000.0,109000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,400000.0,232000.0,168000.0,,400000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149000.0,85780000.0,85992000.0,,,85992000.0,,,,,,,,,,,,,,,,90000000.0,,4008000.0,,4008000.0,85992000.0
,1000.0,2000.0,,,21000.0,21000.0,,,,,,,,,,,,,,,,1832000.0,1474000.0,385000.0,,1859000.0,2000.0
,16000.0,132000.0,740000.0,-1187000.0,,1762000.0,,,,,,,,,,,,,,,,1889000.0,990000.0,50000.0,,1976000.0,132000.0
,2000.0,51000.0,1249000.0,,4000.0,1253000.0,,,,,24000.0,-24000.0,,,,,28000.0,-52000.0,,-52000.0,,,,,,,
,42000.0,2032000.0,2942000.0,,225000.0,3167000.0,,,,,,,,,,,,,,,,10439000.0,9546000.0,797000.0,,10444000.0,1849000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,351000.0,,351000.0,,351000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30605000.0,1062000.0,2309000.0,,11250000.0,33933000.0,15967000.0,17866000.0,,,,-1899000.0,,,,3525000.0,742000.0,884000.0,188000.0,696000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9000.0,9000.0,,,9000.0,,,,,,,,,,,,,,,,542000.0,514000.0,20000.0,,534000.0,9000.0
,,186000.0,,,186000.0,186000.0,,,,,,,,,,,,,,,,1574000.0,1299000.0,272000.0,,1574000.0,
,,81000.0,,65000.0,,81000.0,,,,,,,,,,,,,,,,695000.0,695000.0,,,695000.0,16000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1470200.0,1249300.0,108800.0,,1455100.0,50200.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,
,,,-39.0,,39.0,,,,,,,,,,,,,,,,,,,,,,-39.0
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,544000.0,371000.0,173000.0,,544000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14000.0,,,,14000.0,,,,,,,,,,,,,,,,21000.0,,,,7000.0,14000.0
,39837000.0,3527000.0,238313000.0,,1262000.0,239575000.0,,,,,,,,,,,,,,,,210297000.0,217794000.0,8552000.0,166000.0,226808000.0,42102000.0
,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,15000.0,16000.0,,,16000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000.0,3000.0,,,3000.0,,,,,,,,,,,,,,,,169000.0,148000.0,18000.0,,166000.0,3000.0
,60000.0,196000.0,129000.0,,130000.0,259000.0,,,,,,,,,,,,,,,,1489000.0,108000.0,906000.0,179000.0,1516000.0,129000.0
,,,,,12000.0,12000.0,,,,,,,,,,,,,,,,,,8000.0,,8000.0,
,,,,,,,,,,,,,,,,,,,,,,,419000.0,,,419000.0,
,,,,,,,,,,,,,,,,,,,,,,170000.0,170000.0,,,170000.0,
,,334000.0,,,334000.0,334000.0,96000.0,51000.0,,,,45000.0,,,,,1000.0,44000.0,6000.0,38000.0,,103000.0,804000.0,,,811000.0,335000.0
,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,
,56000.0,2195000.0,2251000.0,,,2251000.0,,,,,,,,,,,,,,,,3766000.0,2781000.0,362000.0,649000.0,5218000.0,2251000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,36000.0,,36000.0,,,36000.0,,,,,,36000.0,,35000.0,,493000.0,431000.0,103000.0,,534000.0,72000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000.0,3000.0,,,3000.0,13000.0,,13000.0,,13000.0,,,,,,,,,,,,,,,,3000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6000.0,10000.0,16000.0,,,16000.0,,,,,,,,,,,4000.0,-4000.0,,-4000.0,,776000.0,639000.0,90000.0,,760000.0,16000.0
,,1022000.0,30561000.0,,159000.0,30720000.0,,,,,,,,15000.0,,,,15000.0,1000.0,14000.0,,145000.0,1045000.0,302000.0,,1347000.0,30561000.0
,,13000.0,12000.0,1000.0,,13000.0,,,,,,,,,,,,,,,,157000.0,185000.0,,,185000.0,13000.0
,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,
,1578000.0,580000.0,,,,2158000.0,,512000.0,,,,-512000.0,,,,512000.0,,,,,,2335000.0,1636000.0,513000.0,,2149000.0,580000.0
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27000.0,27000.0,,,27000.0,,,,,,,,,,,,,,,,192000.0,,,,200000.0,27000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,19000.0,60000.0
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1871000.0,1100000.0,2924000.0,,47000.0,2971000.0,,,,,,,,,,,,,,,,25072000.0,22541000.0,2442000.0,99000.0,25082000.0,2924000.0
,8271009000.0,121374000.0,8142689000.0,,399697000.0,8542386000.0,,,,,,,,,,15950000.0,3562000.0,12388000.0,,9910000.0,,19188000.0,106729000.0,18904000.0,,125633000.0,77999000.0
,,,,,,,,,,,,,,,,,,,,,,196000.0,81000.0,111000.0,,196000.0,
,100000.0,1025000.0,1194000.0,255000.0,61000.0,1511000.0,,,,,,,,,,,,,,,,4385000.0,7576000.0,,,7576000.0,1194000.0
,,61000.0,61000.0,,,61000.0,,,,,,,,,,,,,,,,620000.0,466000.0,144000.0,,640000.0,61000.0
,,4639000.0,6324000.0,,,6565000.0,,,,,,,,175000.0,,,,175000.0,35000.0,140000.0,,73923000.0,74199000.0,743000.0,,75074000.0,6565000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69000.0,,,,69000.0,,,,,,,,,,,,,,,,450000.0,494000.0,,,519000.0,69000.0
,,368000.0,368000.0,,,368000.0,,,,,,,,,,,,,,,,427000.0,80000.0,20000.0,,100000.0,368000.0
,170000.0,1000.0,166000.0,,5000.0,171000.0,,,,,,,,,,,,,,,,2754000.0,,2760000.0,,2760000.0,166000.0
,139000.0,1614000.0,1753000.0,,,1753000.0,,,,,,,,,,,,,,,,,,,,,
,,72000.0,-12000.0,,441000.0,429000.0,,,,,,,,,,,,,,,,4350000.0,4152000.0,120000.0,,4289000.0,-369000.0
,,,,,,29000.0,,,,,,,,,,,,,,,,30000.0,,,,1000.0,29000.0
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,119000.0,153000.0,,,153000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279000.0,,,121000.0,279000.0,,,,,,,,,,,,,,,,4590000.0,4292000.0,140000.0,,4432000.0,158000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21717000.0,38136000.0,59364000.0,,104000.0,60130000.0,,,,,,,,,,455000.0,882000.0,-427000.0,-13000.0,-440000.0,,62248000.0,43616000.0,4239000.0,119000.0,47974000.0,59155000.0
,10000.0,100000.0,110000.0,,,110000.0,,,,,,,,,,,,,,,,4251000.0,4349000.0,,,4349000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,57000.0,57000.0,,,57000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,708000.0,708000.0,,,708000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000.0,31000.0,-15000.0,,47000.0,32000.0,,280000.0,-280000.0,,,-280000.0,,,,349000.0,18000.0,51000.0,,34000.0,,36000.0,,,,,68000.0
,19000.0,,,908000.0,53000.0,19000.0,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,438000.0,438000.0,,,438000.0,,,,,,,,,,,,,,,,7040000.0,6571000.0,240000.0,,6811000.0,438000.0
,,,,,,,,,,,,,,,,,,,,,,294000.0,294000.0,,,294000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000.0,-14000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,
,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,100000.0,91000.0,8000.0,,99000.0,1000.0
,2000.0,,,3000.0,-74000.0,68000.0,,,,,,,,,,,,,,,,,,,,,
,1515000.0,602000.0,-1862000.0,176000.0,2564000.0,2117000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,86000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,663000.0,492000.0,1014000.0,,927000.0,1941000.0,,,,,,,,,,,,,,,,15274000.0,9494000.0,926000.0,71000.0,15576000.0,570000.0
,,690000.0,,,,690000.0,,,,,,,,,,,,,,,,690000.0,470000.0,174000.0,,723000.0,22000.0
,,10000.0,10000.0,,10000.0,20000.0,,,,,,,,,,,,,,,,,,,,,
,,1000.0,,,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,529000.0,6465000.0,54139000.0,,5538000.0,59677000.0,,,,,,,,,,,,,,,,414973000.0,387515000.0,57625000.0,,445140000.0,51522000.0
,47000.0,6051000.0,36652000.0,,39000.0,36691000.0,,,,,,,,,,887000.0,,887000.0,,710000.0,975000.0,24745000.0,20448000.0,1039000.0,160000.0,21858000.0,36119000.0
,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0
,3000.0,59000.0,45000.0,,17000.0,62000.0,,,,,,,,,,,,,,,,612000.0,451000.0,137000.0,,666000.0,45000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000.0,,,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,
,,111000.0,,,,148000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1278000.0,,,1278000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1000.0,,,,,,,,,,,,,,,,15000.0,,,,,1000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000.0,,,1000.0,3000.0,100000.0,100000.0,,,,,,,,,191000.0,-191000.0,1000.0,-192000.0,,176000.0,,,,176000.0,
,28000.0,134000.0,90000.0,,267000.0,357000.0,,,,,,,,,,,,,,,,1168000.0,1005000.0,144000.0,12000.0,1168000.0,4000.0
,90000.0,,,,,90000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,150000.0,150000.0,,,,,,,,,,,,,,905000.0,905000.0,,,905000.0,
,,228000.0,288000.0,,,288000.0,,,,,,,,,,,,,,,,555000.0,30000.0,,298000.0,329000.0,287000.0
,,59000.0,59000.0,,,59000.0,,,,,,,,,,,,,,,,758000.0,347000.0,471000.0,6000.0,824000.0,59000.0
,2881000.0,792000.0,10271000.0,,23000.0,10294000.0,,,,,,,,213000.0,,,,213000.0,-42000.0,171000.0,,8617000.0,8669000.0,1652000.0,,10321000.0,10271000.0
,,,,,,,144000.0,144000.0,,,,,,,,,,,,,,110000.0,110000.0,,,110000.0,
,,92000.0,92000.0,,,92000.0,,,,,,,,,,,,,,,,255000.0,,,,179000.0,92000.0
,,4855000.0,5375000.0,,,5375000.0,,,,,,,,,,,,,,,,5996000.0,6821000.0,1409000.0,,8230000.0,4855000.0
,,617000.0,599000.0,,49000.0,648000.0,,,,,,,,,,,,,,,,23050000.0,23362000.0,1360000.0,,24722000.0,617000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,179000.0,179000.0,,,179000.0,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,22000.0,296000.0,,,,324000.0,,,,,,,,,,,,,,,,5325000.0,1130000.0,4015000.0,,5188000.0,324000.0
,,8000.0,-41000.0,9000.0,40000.0,8000.0,,,,,,,,,,,,,,,,38000.0,31000.0,,,31000.0,7000.0
,,,,,,,35000.0,,35000.0,,,35000.0,,,,,,35000.0,,35000.0,35000.0,145000.0,101000.0,7000.0,,118000.0,34000.0
,,,,,,,,,,,,,,,,,,,,,,1632000.0,2974000.0,,,2975000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,637000.0,,,,637000.0,,,,,,,,,,,,,,,,480000.0,509000.0,46000.0,,555000.0,82000.0
,,5231000.0,5231000.0,,,5231000.0,,,,,,,,,,,,,,,,5231000.0,4593000.0,630000.0,,5223000.0,8000.0
,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,
,,129000.0,,,5000.0,570000.0,,,,,,,,,,,,,,,,314000.0,131000.0,89000.0,,220000.0,129000.0
,3000.0,5000.0,,,180000.0,8000.0,,,,,,,,,,,,,,,,44000.0,,43000.0,,43000.0,-172000.0
,103000.0,1160000.0,,,2000.0,1880000.0,,,,,,,,,,,,,,,,66330000.0,58916000.0,5054000.0,2874000.0,67435000.0,1160000.0
,324000.0,,-4000.0,,500000.0,496000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000.0,153000.0,1389000.0,,50000.0,1439000.0,,,,,,,,80000.0,,,31000.0,49000.0,-5000.0,44000.0,,20000.0,,,,,20000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,247000.0,247000.0,,,,,,,,200000.0,200000.0,,,,,200000.0,200000.0,,,200000.0,
,,33000.0,38000.0,,42000.0,80000.0,,,,,,,,,,,,,,,,826000.0,420000.0,449000.0,,1148000.0,-19000.0
,,,,245000.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,26000.0,,27000.0,,37000.0,
,27000.0,1001000.0,1008000.0,,21000.0,1028000.0,,,,,,,,1000.0,,5812000.0,5947000.0,-134000.0,,-134000.0,,5428000.0,1090000.0,3520000.0,91000.0,5218000.0,1008000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15000.0,15000.0,,,15000.0,,,,,,,,,,,,,,,,3000.0,,,,,3000.0
,10000.0,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4000.0,1000.0,5000.0,,,5000.0,,,,,,,,,,,,,,,,,56000.0,,,56000.0,5000.0
,,,,,,,,,,,,,,,,,,,,,,818414000.0,,,,923201000.0,166638000.0
,,271.0,271.0,,,271.0,,,,,,,,,,,,,,,,1966.0,1475.0,132.0,142.0,1749.0,271.0
,,191000.0,191000.0,,,191000.0,,,,,,,,,,,,,,,,1425000.0,1105000.0,136000.0,,1241000.0,191000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30000.0,,,,30000.0,,,,,,,,,,,,,,,,,,,,,
,5000.0,10000.0,,,188000.0,16522000.0,,,,,,,,,,,,,,,,559000.0,119000.0,,,424000.0,-550000.0
,,1000.0,,,,1000.0,,,,,,,,,,,,,,,,89000.0,,30000.0,,89000.0,1000.0
,,12000.0,12000.0,,,12000.0,,,,,,,,,,,,,,,,50000.0,,,,38000.0,12000.0
,12000.0,,,,,12000.0,,,,,,,,,,,,,,,,,,,,,
,2000.0,548000.0,21000.0,,588000.0,609000.0,,,,,,,,,,,,,,,,1500000.0,1409000.0,182000.0,,1655000.0,21000.0
,40000.0,51000.0,21000.0,47000.0,19000.0,91000.0,,,,,,,,,,,,,,,,3165000.0,2433000.0,698000.0,,3225000.0,51000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000.0,,,,516000.0,,,,,,,,,,,,,,,,,,,,3000.0,87000.0
,,29000.0,,,29000.0,29000.0,,,,,,,,,,,,,,,,45000.0,123000.0,5000.0,,128000.0,29000.0
,2020000.0,1031000.0,7614000.0,,1000.0,7615000.0,2489000.0,112000.0,2377000.0,368000.0,,2009000.0,,186000.0,,,126000.0,2069000.0,,2069000.0,,46335000.0,42825000.0,4467000.0,,47292000.0,6259000.0
,78000.0,24000.0,2638000.0,,25000.0,2663000.0,,,,,,,,300000.0,,,17000.0,283000.0,,268000.0,268000.0,298000.0,320000.0,,,320000.0,2524000.0
,1000.0,52000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30000.0,,,30000.0,,,,,,,,,,,,,,,,,,,,,
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,238000.0,251000.0,,,251000.0,,,,,,,,,,,,,,,,5385000.0,5085000.0,,,5085000.0,534000.0
,,203000.0,1090000.0,,,1237000.0,,,,,,,,,,,,,,,,2643000.0,1024000.0,2077000.0,,3101000.0,203000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17000.0,8000.0,,9000.0,17000.0,,,,,,,,,,,,,,,,267000.0,238000.0,,,250000.0,17000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,137000.0,99000.0,,38000.0,137000.0,894000.0,850000.0,44000.0,,8000.0,36000.0,,,,,25000.0,11000.0,-24000.0,-13000.0,,798000.0,719000.0,91000.0,,810000.0,99000.0
,208000.0,,984000.0,,,984000.0,,,,,,,,,,,,,,,,352000.0,,,,352000.0,
,137000.0,41000.0,827000.0,,17000.0,844000.0,,,,,,,,,,,,,,,,2286000.0,,1520000.0,725000.0,2245000.0,41000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167000.0,48000.0,,,215000.0,215000.0,,,,,,,,,,,,,,,,2246000.0,,531000.0,,2246000.0,
,,19000.0,,,18000.0,19000.0,,,,,,,,,,,,,,,,25000.0,48000.0,3000.0,,51000.0,19000.0
,,62000.0,62000.0,,,62000.0,,,,,,,,,,,,,,,,,,,,,
,,610000.0,610000.0,,,610000.0,2493000.0,,2493000.0,,,2493000.0,,,,,,2493000.0,,2493000.0,,2447000.0,1592000.0,901000.0,,2493000.0,610000.0
,9000.0,,,,9000.0,9000.0,203500000.0,,203500000.0,,203500000.0,,,,,,,,,,,,,,,,
,,427000.0,430000.0,,-3000.0,427000.0,,,,,,,,,,,,,,,,,,,,,
,,3000.0,3000.0,,,3000.0,,,,,,,,,,,,,,,,122000.0,62000.0,61000.0,,123000.0,3000.0
,,196000.0,196000.0,,,196000.0,,,,,,,,,,,,,,,,291000.0,69000.0,144000.0,,255000.0,196000.0
,172000.0,165000.0,337000.0,,,337000.0,,,,,,,,,,,,,,,,454000.0,590000.0,120000.0,,710000.0,162000.0
,657000.0,68000.0,315000.0,4554000.0,21743000.0,26612000.0,,,,,,,,,,,,,,,,8034000.0,6756000.0,965000.0,,7721000.0,315000.0
,2809000.0,859000.0,13957000.0,,7397000.0,21232000.0,,,,,,,,,,,,,,,,,,,,,
,409000.0,1923000.0,12075000.0,,403000.0,23084000.0,,,,,,,,,,,,,,,,10711000.0,,4501000.0,2260000.0,8952000.0,2354000.0
,,2000.0,2000.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,
,,670000.0,670000.0,,,670000.0,411000.0,,411000.0,266000.0,,145000.0,,,,,,145000.0,,145000.0,145000.0,930000.0,205000.0,467000.0,,778000.0,670000.0
,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,10000.0,,,,,,,,,,,,,,,,13000.0,12000.0,,,12000.0,1000.0
,22000.0,642000.0,2361000.0,,46000.0,2406000.0,1825000.0,2005000.0,-180000.0,,57000.0,-237000.0,,,,,41000.0,-278000.0,,-306000.0,-306000.0,-255000.0,,2000.0,,3000.0,2261000.0
,4000.0,7221000.0,7280000.0,,,7280000.0,,,,,,,,,,,,,,,,48736000.0,23329000.0,7990000.0,75000.0,47895000.0,7221000.0
,19000.0,71000.0,3777000.0,,23000.0,3800000.0,,,,,,,,,,,,,,,,12654000.0,,456000.0,,14268000.0,3777000.0
,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,2000.0,,,,2000.0,,,,,,,,,,,,,,,,68000.0,61000.0,14000.0,,75000.0,2000.0
,,53000.0,,,185000.0,1426000.0,,,,,,,,,,,,,,,,1914000.0,895000.0,1028000.0,,1923000.0,53000.0
,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,
,28000.0,27000.0,-107000.0,,315000.0,208000.0,8894000.0,7920000.0,974000.0,,1035000.0,-61000.0,,,,,,-61000.0,,-61000.0,,,,,,,
,283000.0,1992000.0,,,347000.0,5437000.0,3160000.0,977000.0,,,,2183000.0,,,,,62000.0,2121000.0,,2121000.0,2121000.0,2121000.0,,,,2008000.0,1769000.0
,107000.0,,,,,107000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,273000.0,,273000.0,,273000.0,
,262000.0,142000.0,1517000.0,,5811000.0,7823000.0,2242000.0,,2242000.0,,2557000.0,-315000.0,,,,141000.0,146000.0,-320000.0,-22000.0,-342000.0,,,,,,,
,,440960000.0,,,,440960000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
,,14000.0,14000.0,,,14000.0,,,,,,,,,,,,,,,,186000.0,131000.0,102000.0,,233000.0,14000.0
